dataset_id,dataset_family,alpha,model_family,fixed_gbm_row_count,model_matched_row_count,coverage_delta_model_matched_minus_fixed,interval_score_delta_model_matched_minus_fixed,mean_width_delta_model_matched_minus_fixed,selected_variant,selection_rule,claim_status
openml_mtp2_oz1143,openml,0.1,boosting,32,32,0.00284090909091,-0.067697193184,-0.0280445744366,model_matched_cqr,coverage_eligible_min_interval_score,backend_sensitivity_evidence_not_method_selection
openml_mtp2_oz1143,openml,0.1,instance_based,8,8,0.0227272727273,0.0618616035901,0.0790455999925,model_matched_cqr,coverage_eligible_min_interval_score,backend_sensitivity_evidence_not_method_selection
openml_mtp2_oz1143,openml,0.1,kernel,24,24,0.00757575757576,-0.097951456081,-0.0473683388396,model_matched_cqr,coverage_eligible_min_interval_score,backend_sensitivity_evidence_not_method_selection
openml_mtp2_oz1143,openml,0.1,linear,8,8,0.0454545454545,0.25368558137,0.297356525226,model_matched_cqr,coverage_eligible_min_interval_score,backend_sensitivity_evidence_not_method_selection
openml_mtp2_oz1143,openml,0.1,linear_bayesian,2,2,0.0454545454545,0.25368558137,0.297356525226,model_matched_cqr,coverage_eligible_min_interval_score,backend_sensitivity_evidence_not_method_selection
openml_mtp2_oz1143,openml,0.1,sparse_linear,12,12,0.0454545454545,0.25368558137,0.297356525226,model_matched_cqr,coverage_eligible_min_interval_score,backend_sensitivity_evidence_not_method_selection
openml_mtp2_oz1143,openml,0.1,tree_ensemble,16,16,0.0193181818182,-0.0917411295749,-0.0554671746594,model_matched_cqr,coverage_eligible_min_interval_score,backend_sensitivity_evidence_not_method_selection
openml_plasma_retinol,openml,0.1,boosting,8,8,-0.00793650793651,21.0872269782,-25.5267653841,fixed_gbm_cqr,coverage_eligible_min_interval_score,backend_sensitivity_evidence_not_method_selection
openml_plasma_retinol,openml,0.1,instance_based,8,8,0,69.7789715674,29.2689278908,fixed_gbm_cqr,coverage_eligible_min_interval_score,backend_sensitivity_evidence_not_method_selection
openml_plasma_retinol,openml,0.1,kernel,16,16,-0.00793650793651,219.033562474,214.723711515,fixed_gbm_cqr,coverage_eligible_min_interval_score,backend_sensitivity_evidence_not_method_selection
openml_plasma_retinol,openml,0.1,linear,14,14,-0.031746031746,26.4643205011,-56.4778475628,fixed_gbm_cqr,coverage_eligible_min_interval_score,backend_sensitivity_evidence_not_method_selection
openml_plasma_retinol,openml,0.1,linear_bayesian,2,2,-0.031746031746,26.4643205011,-56.4778475628,fixed_gbm_cqr,coverage_eligible_min_interval_score,backend_sensitivity_evidence_not_method_selection
openml_plasma_retinol,openml,0.1,tree_ensemble,16,16,-0.00793650793651,7.8535592488,-19.7889705066,fixed_gbm_cqr,coverage_eligible_min_interval_score,backend_sensitivity_evidence_not_method_selection
openml_sensory_score,openml,0.1,boosting,80,80,0.00911458333333,-0.152865206986,-0.0165449293043,model_matched_cqr,coverage_eligible_min_interval_score,backend_sensitivity_evidence_not_method_selection
openml_sensory_score,openml,0.1,instance_based,20,20,0.0302083333333,0.12695551858,0.267578082343,fixed_gbm_cqr,coverage_eligible_min_interval_score,backend_sensitivity_evidence_not_method_selection
openml_sensory_score,openml,0.1,kernel,60,60,0.0196180555556,0.206599039044,0.356880973945,fixed_gbm_cqr,coverage_eligible_min_interval_score,backend_sensitivity_evidence_not_method_selection
openml_sensory_score,openml,0.1,linear,20,20,0.003125,0.0810859173406,0.101347730564,fixed_gbm_cqr,coverage_eligible_min_interval_score,backend_sensitivity_evidence_not_method_selection
openml_sensory_score,openml,0.1,linear_bayesian,5,5,0.003125,0.0810859173406,0.101347730564,fixed_gbm_cqr,coverage_eligible_min_interval_score,backend_sensitivity_evidence_not_method_selection
openml_sensory_score,openml,0.1,sparse_linear,30,30,0.003125,0.0810859173406,0.101347730564,fixed_gbm_cqr,coverage_eligible_min_interval_score,backend_sensitivity_evidence_not_method_selection
openml_sensory_score,openml,0.1,tree_ensemble,40,40,0.0135416666667,0.00495124151177,0.0713934405554,fixed_gbm_cqr,coverage_eligible_min_interval_score,backend_sensitivity_evidence_not_method_selection
pisa_2022_math_pv_mean,pisa,0.1,boosting,48,48,0.00234127836148,8.24489493776,8.6906796469,fixed_gbm_cqr,coverage_eligible_min_interval_score,backend_sensitivity_evidence_not_method_selection
pisa_2022_math_pv_mean,pisa,0.1,instance_based,12,12,0.00781831820579,45.5686777463,38.9728247075,fixed_gbm_cqr,coverage_eligible_min_interval_score,backend_sensitivity_evidence_not_method_selection
pisa_2022_math_pv_mean,pisa,0.1,kernel,36,36,0.00114290262683,26.9532126647,25.8849900237,fixed_gbm_cqr,coverage_eligible_min_interval_score,backend_sensitivity_evidence_not_method_selection
pisa_2022_math_pv_mean,pisa,0.1,linear,12,12,-0.00437340585733,29.6335826779,21.8795542057,fixed_gbm_cqr,coverage_eligible_min_interval_score,backend_sensitivity_evidence_not_method_selection
pisa_2022_math_pv_mean,pisa,0.1,linear_bayesian,3,3,-0.00437340585733,29.6335826779,21.8795542057,fixed_gbm_cqr,coverage_eligible_min_interval_score,backend_sensitivity_evidence_not_method_selection
pisa_2022_math_pv_mean,pisa,0.1,sparse_linear,18,18,-0.00437340585733,29.6335826779,21.8795542057,fixed_gbm_cqr,coverage_eligible_min_interval_score,backend_sensitivity_evidence_not_method_selection
pisa_2022_math_pv_mean,pisa,0.1,tree_ensemble,24,24,0.00178462956699,16.7379195497,13.5461459776,fixed_gbm_cqr,coverage_eligible_min_interval_score,backend_sensitivity_evidence_not_method_selection
scf_2022_networth,scf,0.1,boosting,84,84,0.00225141199026,11838810.8658,-10093151.8591,model_matched_cqr,coverage_eligible_min_interval_score,backend_sensitivity_evidence_not_method_selection
scf_2022_networth,scf,0.1,instance_based,12,12,0.0118607181719,223259195.042,221562465.633,model_matched_cqr,coverage_eligible_min_interval_score,backend_sensitivity_evidence_not_method_selection
scf_2022_networth,scf,0.1,linear,15,15,0.0121871599565,157685956558,157646349129,model_matched_cqr,coverage_eligible_min_interval_score,backend_sensitivity_evidence_not_method_selection
scf_2022_networth,scf,0.1,linear_bayesian,3,3,0.0121871599565,157685956558,157646349129,model_matched_cqr,coverage_eligible_min_interval_score,backend_sensitivity_evidence_not_method_selection
scf_2022_networth,scf,0.1,sparse_linear,18,18,0.0121871599565,157685956558,157646349129,model_matched_cqr,coverage_eligible_min_interval_score,backend_sensitivity_evidence_not_method_selection
scf_2022_networth,scf,0.1,tree_ensemble,24,24,0.00641095393544,39628399.7073,48418844.2578,model_matched_cqr,coverage_eligible_min_interval_score,backend_sensitivity_evidence_not_method_selection
stackoverflow_2025_compensation,stackoverflow,0.1,boosting,84,84,-0.00148374589919,11422.5425884,4138.56306528,fixed_gbm_cqr,coverage_eligible_min_interval_score,backend_sensitivity_evidence_not_method_selection
stackoverflow_2025_compensation,stackoverflow,0.1,instance_based,12,12,-0.000730688935282,63959.3076091,71478.2643812,fixed_gbm_cqr,coverage_eligible_min_interval_score,backend_sensitivity_evidence_not_method_selection
stackoverflow_2025_compensation,stackoverflow,0.1,linear,15,15,-0.00153096729297,60266.0331031,51209.2072861,fixed_gbm_cqr,coverage_eligible_min_interval_score,backend_sensitivity_evidence_not_method_selection
stackoverflow_2025_compensation,stackoverflow,0.1,linear_bayesian,3,3,-0.00153096729297,60266.0331031,51209.2072861,fixed_gbm_cqr,coverage_eligible_min_interval_score,backend_sensitivity_evidence_not_method_selection
stackoverflow_2025_compensation,stackoverflow,0.1,sparse_linear,18,18,-0.00153096729297,60266.0331031,51209.2072861,fixed_gbm_cqr,coverage_eligible_min_interval_score,backend_sensitivity_evidence_not_method_selection
stackoverflow_2025_compensation,stackoverflow,0.1,tree_ensemble,24,24,-0.00331419624217,41154.5670104,52740.9654105,fixed_gbm_cqr,coverage_eligible_min_interval_score,backend_sensitivity_evidence_not_method_selection
uci_auto_mpg,uci,0.1,boosting,32,32,0.015234375,1.41887018443,1.71614430536,fixed_gbm_cqr,coverage_eligible_min_interval_score,backend_sensitivity_evidence_not_method_selection
uci_auto_mpg,uci,0.1,instance_based,8,8,0.021875,0.54139756251,0.318505769288,fixed_gbm_cqr,coverage_eligible_min_interval_score,backend_sensitivity_evidence_not_method_selection
uci_auto_mpg,uci,0.1,kernel,24,24,0.021875,-0.0288490746191,0.864133358141,model_matched_cqr,coverage_eligible_min_interval_score,backend_sensitivity_evidence_not_method_selection
uci_auto_mpg,uci,0.1,linear,8,8,0.0125,1.70509970084,2.30171150701,fixed_gbm_cqr,coverage_eligible_min_interval_score,backend_sensitivity_evidence_not_method_selection
uci_auto_mpg,uci,0.1,linear_bayesian,2,2,0.0125,1.70509970084,2.30171150701,fixed_gbm_cqr,coverage_eligible_min_interval_score,backend_sensitivity_evidence_not_method_selection
uci_auto_mpg,uci,0.1,sparse_linear,12,12,0.0125,1.70509970084,2.30171150701,fixed_gbm_cqr,coverage_eligible_min_interval_score,backend_sensitivity_evidence_not_method_selection
uci_auto_mpg,uci,0.1,tree_ensemble,16,16,0.0359375,-0.290072643615,0.74803080904,model_matched_cqr,coverage_eligible_min_interval_score,backend_sensitivity_evidence_not_method_selection
uci_bike_sharing,uci,0.1,boosting,32,32,-0.00695240825688,140.791970542,76.0039948385,no_coverage_eligible_variant,no coverage-eligible variant in paired cell,backend_sensitivity_evidence_not_method_selection
uci_bike_sharing,uci,0.1,instance_based,8,8,0.0270928899083,369.436276069,229.140138947,no_coverage_eligible_variant,no coverage-eligible variant in paired cell,backend_sensitivity_evidence_not_method_selection
uci_bike_sharing,uci,0.1,kernel,24,24,0.0452742737003,374.368553891,280.635301892,no_coverage_eligible_variant,no coverage-eligible variant in paired cell,backend_sensitivity_evidence_not_method_selection
uci_bike_sharing,uci,0.1,linear,8,8,0.0807052752294,380.080285539,397.992135452,model_matched_cqr,coverage_eligible_min_interval_score,backend_sensitivity_evidence_not_method_selection
uci_bike_sharing,uci,0.1,linear_bayesian,2,2,0.0807052752294,380.080285539,397.992135452,model_matched_cqr,coverage_eligible_min_interval_score,backend_sensitivity_evidence_not_method_selection
uci_bike_sharing,uci,0.1,sparse_linear,12,12,0.0807052752294,380.080285539,397.992135452,model_matched_cqr,coverage_eligible_min_interval_score,backend_sensitivity_evidence_not_method_selection
uci_bike_sharing,uci,0.1,tree_ensemble,16,16,0.0125967603211,277.811364671,111.23329851,no_coverage_eligible_variant,no coverage-eligible variant in paired cell,backend_sensitivity_evidence_not_method_selection
uci_communities_crime,uci,0.1,boosting,32,32,-0.00234962406015,0.0177322883723,0.0107121873467,no_coverage_eligible_variant,no coverage-eligible variant in paired cell,backend_sensitivity_evidence_not_method_selection
uci_communities_crime,uci,0.1,instance_based,8,8,-0.00438596491228,0.158296133758,0.0737149726189,no_coverage_eligible_variant,no coverage-eligible variant in paired cell,backend_sensitivity_evidence_not_method_selection
uci_communities_crime,uci,0.1,kernel,24,24,0.00125313283208,0.00955183586751,0.0141755219756,model_matched_cqr,coverage_eligible_min_interval_score,backend_sensitivity_evidence_not_method_selection
uci_communities_crime,uci,0.1,linear,8,8,0.0125313283208,-0.0261628414273,0.0282672195779,model_matched_cqr,coverage_eligible_min_interval_score,backend_sensitivity_evidence_not_method_selection
uci_communities_crime,uci,0.1,linear_bayesian,2,2,0.0125313283208,-0.0261628414273,0.0282672195779,model_matched_cqr,coverage_eligible_min_interval_score,backend_sensitivity_evidence_not_method_selection
uci_communities_crime,uci,0.1,sparse_linear,12,12,0.0125313283208,-0.0261628414273,0.0282672195779,model_matched_cqr,coverage_eligible_min_interval_score,backend_sensitivity_evidence_not_method_selection
uci_communities_crime,uci,0.1,tree_ensemble,16,16,0.00516917293233,-0.025521342125,0.00152690743407,model_matched_cqr,coverage_eligible_min_interval_score,backend_sensitivity_evidence_not_method_selection
uci_student_performance_no_prior_grades,uci,0.1,boosting,32,32,-0.0286057692308,0.516974312042,-0.179419907392,fixed_gbm_cqr,coverage_eligible_min_interval_score,backend_sensitivity_evidence_not_method_selection
uci_student_performance_no_prior_grades,uci,0.1,instance_based,8,8,-0.00769230769231,2.47953659305,0.377448072861,fixed_gbm_cqr,coverage_eligible_min_interval_score,backend_sensitivity_evidence_not_method_selection
uci_student_performance_no_prior_grades,uci,0.1,kernel,24,24,-0.0288461538462,1.51055424032,0.289960156201,fixed_gbm_cqr,coverage_eligible_min_interval_score,backend_sensitivity_evidence_not_method_selection
uci_student_performance_no_prior_grades,uci,0.1,linear,8,8,-0.0192307692308,0.699206605056,1.02512948454,fixed_gbm_cqr,coverage_eligible_min_interval_score,backend_sensitivity_evidence_not_method_selection
uci_student_performance_no_prior_grades,uci,0.1,linear_bayesian,2,2,-0.0192307692308,0.699206605056,1.02512948454,fixed_gbm_cqr,coverage_eligible_min_interval_score,backend_sensitivity_evidence_not_method_selection
uci_student_performance_no_prior_grades,uci,0.1,sparse_linear,12,12,-0.0192307692308,0.699206605056,1.02512948454,fixed_gbm_cqr,coverage_eligible_min_interval_score,backend_sensitivity_evidence_not_method_selection
uci_student_performance_no_prior_grades,uci,0.1,tree_ensemble,16,16,-0.0182692307692,0.882461509253,0.228301925207,fixed_gbm_cqr,coverage_eligible_min_interval_score,backend_sensitivity_evidence_not_method_selection
uci_student_performance_with_prior_grades,uci,0.1,boosting,32,32,-0.0240384615385,0.474238030045,-0.670375804113,no_coverage_eligible_variant,no coverage-eligible variant in paired cell,backend_sensitivity_evidence_not_method_selection
uci_student_performance_with_prior_grades,uci,0.1,instance_based,8,8,-0.00576923076923,3.59908996915,0.533575578983,no_coverage_eligible_variant,no coverage-eligible variant in paired cell,backend_sensitivity_evidence_not_method_selection
uci_student_performance_with_prior_grades,uci,0.1,kernel,24,24,-0.0320512820513,0.361564977296,-1.33873315095,no_coverage_eligible_variant,no coverage-eligible variant in paired cell,backend_sensitivity_evidence_not_method_selection
uci_student_performance_with_prior_grades,uci,0.1,linear,8,8,-0.00384615384615,0.768494697259,-1.10528793902,no_coverage_eligible_variant,no coverage-eligible variant in paired cell,backend_sensitivity_evidence_not_method_selection
uci_student_performance_with_prior_grades,uci,0.1,linear_bayesian,2,2,-0.00384615384615,0.768494697259,-1.10528793902,no_coverage_eligible_variant,no coverage-eligible variant in paired cell,backend_sensitivity_evidence_not_method_selection
uci_student_performance_with_prior_grades,uci,0.1,sparse_linear,12,12,-0.00384615384615,0.768494697259,-1.10528793902,no_coverage_eligible_variant,no coverage-eligible variant in paired cell,backend_sensitivity_evidence_not_method_selection
uci_student_performance_with_prior_grades,uci,0.1,tree_ensemble,16,16,0.0466346153846,1.00205026831,0.457819794549,model_matched_cqr,coverage_eligible_min_interval_score,backend_sensitivity_evidence_not_method_selection
uci_wine_quality,uci,0.1,boosting,32,32,0.00447115384615,0.0461320678484,-0.0131448786256,no_coverage_eligible_variant,no coverage-eligible variant in paired cell,backend_sensitivity_evidence_not_method_selection
uci_wine_quality,uci,0.1,instance_based,8,8,0.0221153846154,0.317065792501,-0.336693195888,model_matched_cqr,coverage_eligible_min_interval_score,backend_sensitivity_evidence_not_method_selection
uci_wine_quality,uci,0.1,kernel,24,24,0.00230769230769,0.195130193131,0.167424573714,no_coverage_eligible_variant,no coverage-eligible variant in paired cell,backend_sensitivity_evidence_not_method_selection
uci_wine_quality,uci,0.1,linear,8,8,0.00346153846154,0.304768033021,0.276956742356,no_coverage_eligible_variant,no coverage-eligible variant in paired cell,backend_sensitivity_evidence_not_method_selection
uci_wine_quality,uci,0.1,linear_bayesian,2,2,0.00346153846154,0.304768033021,0.276956742356,no_coverage_eligible_variant,no coverage-eligible variant in paired cell,backend_sensitivity_evidence_not_method_selection
uci_wine_quality,uci,0.1,sparse_linear,12,12,0.00346153846154,0.304768033021,0.276956742356,no_coverage_eligible_variant,no coverage-eligible variant in paired cell,backend_sensitivity_evidence_not_method_selection
uci_wine_quality,uci,0.1,tree_ensemble,16,16,0.0202403846154,-0.0788524994078,-0.0662005943598,model_matched_cqr,coverage_eligible_min_interval_score,backend_sensitivity_evidence_not_method_selection
uci_wine_quality_dedup,uci,0.1,boosting,32,32,-0.00381813909774,0.0322115632946,-0.00851545856426,fixed_gbm_cqr,coverage_eligible_min_interval_score,backend_sensitivity_evidence_not_method_selection
uci_wine_quality_dedup,uci,0.1,instance_based,8,8,0.0223214285714,0.373022234473,-0.0668773699892,fixed_gbm_cqr,coverage_eligible_min_interval_score,backend_sensitivity_evidence_not_method_selection
uci_wine_quality_dedup,uci,0.1,kernel,24,24,0.00258458646617,0.065472763396,0.150061881786,fixed_gbm_cqr,coverage_eligible_min_interval_score,backend_sensitivity_evidence_not_method_selection
uci_wine_quality_dedup,uci,0.1,linear,8,8,0.00375939849624,0.115246203017,0.21020348917,fixed_gbm_cqr,coverage_eligible_min_interval_score,backend_sensitivity_evidence_not_method_selection
uci_wine_quality_dedup,uci,0.1,linear_bayesian,2,2,0.00375939849624,0.115246203017,0.21020348917,fixed_gbm_cqr,coverage_eligible_min_interval_score,backend_sensitivity_evidence_not_method_selection
uci_wine_quality_dedup,uci,0.1,sparse_linear,12,12,0.00375939849624,0.115246203017,0.21020348917,fixed_gbm_cqr,coverage_eligible_min_interval_score,backend_sensitivity_evidence_not_method_selection
uci_wine_quality_dedup,uci,0.1,tree_ensemble,16,16,0.0115718984962,-0.0420538018109,0.0357257655603,model_matched_cqr,coverage_eligible_min_interval_score,backend_sensitivity_evidence_not_method_selection
